,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Deebo Samuel,SFO,9,6,171,0,5,74,12.3,97,16.2,9.1,0,,2,22.2,0,109.7
1,Brandon Aiyuk,SFO,7,4,45,0,2,22,5.5,23,5.8,9.6,0,,0,0.0,0,76.5
2,Mohamed Sanu,SFO,4,3,59,0,2,46,15.3,13,4.3,13.3,0,,0,0.0,0,116.7
3,Jamycal Hasty,SFO,2,2,29,0,1,7,3.5,22,11.0,3.5,0,,0,0.0,0,118.7
4,Kyle Juszczyk,SFO,2,1,11,0,1,5,5.0,6,6.0,11.5,0,,0,0.0,0,66.7
5,Charlie Woerner,SFO,2,1,7,0,1,5,5.0,2,2.0,7.0,0,,0,0.0,0,58.3
6,Jauan Jennings,SFO,1,0,0,0,,0,,0,,-5.0,0,,0,0.0,0,39.6
8,Darnell Mooney,CHI,9,6,64,0,4,46,7.7,18,3.0,18.0,0,,0,0.0,1,47.7
9,Jesse James,CHI,3,3,38,1,2,31,10.3,7,2.3,10.3,0,,0,0.0,0,158.3
10,Cole Kmet,CHI,6,3,24,0,2,11,3.7,13,4.3,5.2,0,,0,0.0,0,60.4
11,Allen Robinson,CHI,4,3,21,0,1,18,6.0,3,1.0,7.5,0,,0,0.0,0,86.5
12,Marquise Goodwin,CHI,3,2,32,0,1,17,8.5,15,7.5,11.0,0,,0,0.0,0,102.1
13,Khalil Herbert,CHI,2,2,-4,0,0,-6,-3.0,2,1.0,-3.0,1,2.0,0,0.0,0,79.2
