,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Ray-Ray McCloud,PIT,2,44,22.0,0,25,2,29,14.5,0,19
3,Demetric Felton,CLE,0,0,,0,0,2,1,0.5,0,1
4,Anthony Schwartz,CLE,1,10,10.0,0,10,0,0,,0,0
