,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Benjamin St-Juste,WAS,0,6,5,83.3%,92,18.4,15.3,0,118.7,12.5,66,26,0,0,0,0.0,0,6,0,0.0%
1,Landon Collins,WAS,0,4,3,75.0%,4,1.3,1.0,0,77.1,-2.5,-7,11,2,0,0,1.0,1,8,0,0.0%
2,Cole Holcomb,WAS,0,4,3,75.0%,20,6.7,5.0,0,85.4,3.3,16,4,0,0,0,0.0,0,9,1,10.0%
3,Jamin Davis,WAS,0,2,2,100.0%,31,15.5,15.5,0,118.7,6.5,13,18,8,0,1,0.0,1,2,1,33.3%
4,Danny Johnson,WAS,0,2,2,100.0%,21,10.5,10.5,0,110.4,10.5,21,0,1,0,0,0.0,0,1,0,0.0%
5,Kendall Fuller,WAS,0,3,1,33.3%,5,5.0,1.7,0,42.4,9.0,5,0,1,0,0,0.0,0,3,0,0.0%
6,Chase Young,WAS,0,1,1,100.0%,11,11.0,11.0,0,112.5,-4.0,-4,15,0,0,0,0.0,0,4,0,0.0%
7,Khaleke Hudson,WAS,0,1,1,100.0%,15,15.0,15.0,1,158.3,5.0,5,10,0,0,0,0.0,0,0,0,
8,Bobby McCain,WAS,0,2,1,50.0%,14,14.0,7.0,0,72.9,18.0,14,0,0,0,0,0.0,0,3,0,0.0%
9,Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,1,25.0%
10,Montez Sweat,WAS,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,1,100.0%
11,James Smith-Williams,WAS,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
12,Daron Payne,WAS,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,1,20.0%
13,Kamren Curl,WAS,0,0,0,,,,,,,,,,1,0,0,0.0,0,7,1,12.5%
15,Baron Browning,DEN,0,6,5,83.3%,59,11.8,9.8,0,107.6,-0.2,0,59,9,0,0,0.0,0,8,0,0.0%
16,Justin Simmons,DEN,2,6,4,66.7%,36,9.0,6.0,0,43.1,9.3,12,24,0,0,0,0.0,0,7,0,0.0%
17,Patrick Surtain II,DEN,0,8,3,37.5%,27,9.0,3.4,0,47.4,8.9,23,4,0,0,0,0.0,0,2,0,0.0%
18,Ronald Darby,DEN,0,6,3,50.0%,27,9.0,4.5,0,62.5,12.0,9,18,0,0,0,0.0,0,7,0,0.0%
19,Bryce Callahan,DEN,0,4,3,75.0%,48,16.0,12.0,1,154.2,14.3,28,20,0,0,0,0.0,0,3,0,0.0%
20,Caden Sterns,DEN,0,2,2,100.0%,28,14.0,14.0,0,118.7,9.0,18,10,0,0,0,0.0,0,1,0,0.0%
21,Malik Reed,DEN,0,1,1,100.0%,5,5.0,5.0,0,87.5,1.0,1,4,3,0,0,2.0,2,3,0,0.0%
22,Justin Strnad,DEN,0,1,1,100.0%,13,13.0,13.0,0,118.7,-3.0,-3,16,0,0,0,0.0,0,4,0,0.0%
23,Kenny Young,DEN,0,1,1,100.0%,19,19.0,19.0,0,118.7,1.0,1,18,5,0,0,0.0,0,4,0,0.0%
24,Kareem Jackson,DEN,0,1,1,100.0%,8,8.0,8.0,0,100.0,-4.0,-4,12,0,0,0,0.0,0,7,2,22.2%
25,Dre'Mont Jones,DEN,0,0,0,,,,,,,,,,0,0,0,1.5,2,3,0,0.0%
26,Shelby Harris,DEN,0,0,0,,,,,,,,,,0,0,1,0.5,2,5,0,0.0%
27,Stephen Weatherly,DEN,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
28,Barrington Wade,DEN,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
29,Nate Hairston,DEN,0,2,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,0,0,
30,Jonathon Cooper,DEN,0,0,0,,,,,,,,,,4,0,0,0.0,0,2,0,0.0%
