,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Derek Carr,LVR,18,27,341,2,0,2,1,51,134.4,2,-1,0,0,0,0,0,0,0,1,0
1,Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,16,53,1,6,1,1,29,0,29,0,0
2,Kenyan Drake,LVR,0,0,0,0,0,0,0,0,,4,34,1,18,2,2,39,1,31,0,0
3,Henry Ruggs III,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,97,1,48,0,0
4,Bryan Edwards,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,67,0,51,0,0
5,Darren Waller,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,59,0,33,0,0
6,Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,36,0,25,0,0
7,Foster Moreau,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0
8,Jalen Richard,LVR,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,3,0,3,0,0
9,Willie Snead,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
10,Alec Ingold,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
13,Teddy Bridgewater,DEN,35,49,334,3,3,5,25,26,84.9,2,9,0,5,0,0,0,0,0,1,1
14,Javonte Williams,DEN,0,0,0,0,0,0,0,0,,11,53,0,30,3,3,15,0,10,0,0
15,Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,10,50,0,10,3,3,23,0,11,0,0
16,Noah Fant,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,97,1,26,0,0
17,Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,14,8,94,1,18,0,0
18,Tim Patrick,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,42,1,23,0,0
19,Kendall Hinton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,37,0,12,0,0
20,Eric Saubert,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,23,0,11,0,0
21,Mike Boone,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0
