,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Zuerlein,DAL,2,2,3,4,0,0,,0
1,Bryan Anger,DAL,,,,,1,51,51.0,51
4,Nick Folk,NWE,3,3,,,0,0,,0
5,Jake Bailey,NWE,,,,,4,161,40.3,44
