,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dede Westbrook,MIN,0,0,,0,0,3,7,2.3,0,7
1,Ameer Abdullah,MIN,2,68,34.0,0,45,0,0,,0,0
4,Alex Erickson,CAR,0,0,,0,0,2,5,2.5,0,4
5,Shi Smith,CAR,1,24,24.0,0,24,0,0,,0,0
