,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Austin Ekeler,LAC,6,7,0,2,0.3,5,0.8,0,
1,Joshua Kelley,LAC,4,7,1,1,0.3,6,1.5,0,
2,Justin Herbert,LAC,2,12,2,1,0.5,11,5.5,0,
4,Devonta Freeman,BAL,9,53,3,31,3.4,22,2.4,0,
5,Latavius Murray,BAL,9,44,4,29,3.2,15,1.7,2,4.5
6,Le'Veon Bell,BAL,8,18,1,13,1.6,5,0.6,0,
7,Lamar Jackson,BAL,8,51,4,25,3.1,26,3.3,2,4.0
8,Tyler Huntley,BAL,3,10,1,7,2.3,3,1.0,0,
9,Devin Duvernay,BAL,1,11,1,7,7.0,4,4.0,0,
