,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Aaron Rodgers,GNB,17,23,195,10,38.5,195,8.5,67,3.9,2.9,128,7.5,0,0.0%,3,14.3%,3,5,2,1,6,21.4%,2,11.0
2,Justin Fields,CHI,16,27,174,10,32.3,327,12.1,124,7.8,4.6,50,3.1,2,8.0%,7,28.0%,4,5,3,0,7,19.4%,5,8.6
