,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ryan Succop,TAM,4,4,,,0,0,,0
1,Bradley Pinion,TAM,,,,,3,127,42.3,44
4,Jake Elliott,PHI,2,2,,1,0,0,,0
5,Arryn Siposs,PHI,,,,,5,220,44.0,55
