,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Patrick Mahomes,KAN,32,47,397,2,2,3,7,49,90.5,3,31,0,17,0,0,0,0,0,1,0
1,Darrel Williams,KAN,0,0,0,0,0,0,0,0,,21,62,2,11,4,3,27,0,13,0,0
2,Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,3,10,0,5,4,1,5,0,5,0,0
3,Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,1,6,0,6,5,4,62,0,49,1,1
4,Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,99,0,20,0,0
5,Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,76,1,19,0,0
6,Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,55,0,27,0,0
7,Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,46,1,24,0,0
8,Joe Fortson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,27,0,27,0,0
11,Taylor Heinicke,WAS,24,39,182,1,1,0,0,39,70.7,0,0,0,0,0,0,0,0,0,0,0
12,J.D. McKissic,WAS,0,0,0,0,0,0,0,0,,8,45,0,11,10,8,65,0,16,0,0
13,Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,10,44,0,15,3,2,0,0,4,1,1
14,Jaret Patterson,WAS,0,0,0,0,0,0,0,0,,1,5,0,5,1,1,-2,0,-2,0,0
15,Ricky Seals-Jones,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,58,1,39,0,0
16,Dyami Brown,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,30,0,13,0,0
17,Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,28,0,12,0,0
18,John Bates,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0
19,DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
20,Dax Milne,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
21,Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,-4,0,-4,0,0
