,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Mecole Hardman,KAN,0,0,,0,0,2,56,28.0,0,31
1,Byron Pringle,KAN,1,23,23.0,0,23,0,0,,0,0
4,DeAndre Carter,WAS,3,57,19.0,0,23,0,0,,0,0
