,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Christian Kirk,ARI,8,5,75,1,4,68,13.6,7,1.4,14.1,0,,2,25.0,0,132.8
1,A.J. Green,ARI,6,5,79,1,3,61,12.2,18,3.6,16.3,0,,0,0.0,0,158.3
2,Rondale Moore,ARI,4,3,16,0,1,-5,-1.7,21,7.0,0.0,0,,0,0.0,0,81.2
3,Chase Edmonds,ARI,4,3,4,0,0,-8,-2.7,12,4.0,-2.0,0,,0,0.0,0,77.1
4,DeAndre Hopkins,ARI,4,3,55,2,3,38,12.7,17,5.7,12.3,0,,0,0.0,0,156.2
5,James Conner,ARI,1,1,0,0,0,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
6,Darrell Daniels,ARI,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
8,Odell Beckham Jr.,CLE,8,5,79,0,4,56,11.2,23,4.6,10.3,1,5.0,0,0.0,0,95.3
9,Donovan Peoples-Jones,CLE,5,4,101,2,4,96,24.0,5,1.3,20.0,1,4.0,0,0.0,0,158.3
10,Kareem Hunt,CLE,3,3,12,0,0,2,0.7,10,3.3,0.7,0,,0,0.0,0,83.3
11,Demetric Felton,CLE,2,2,14,0,1,-8,-4.0,22,11.0,-4.0,0,,0,0.0,0,95.8
12,Anthony Schwartz,CLE,3,2,11,0,,11,5.5,0,0.0,6.0,0,,0,0.0,0,72.9
13,Austin Hooper,CLE,3,1,4,0,1,2,2.0,2,2.0,3.3,0,,1,33.3,0,42.4
14,D'Ernest Johnson,CLE,1,1,7,0,1,6,6.0,1,1.0,6.0,0,,0,0.0,0,95.8
15,David Njoku,CLE,2,1,6,0,,0,0.0,6,6.0,3.0,1,1.0,1,50.0,0,56.2
16,Johnny Stanton,CLE,1,1,6,0,,2,2.0,4,4.0,2.0,0,,0,0.0,0,91.7
17,Rashard Higgins,CLE,3,0,0,0,,0,,0,,7.7,0,,0,0.0,1,0.0
