,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Isaiah McKenzie,BUF,3,77,25.7,0,30,2,6,3.0,0,6
3,Chester Rogers,TEN,0,0,,0,0,1,0,0.0,0,0
4,Cameron Batson,TEN,5,80,16.0,0,20,0,0,,0,0
5,Marcus Johnson,TEN,2,52,26.0,0,31,0,0,,0,0
