,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Kirk Cousins,MIN,33,48,373,16,33.3,373,7.8,190,5.8,4.0,183,5.5,0,0.0%,6,13.0%,0,15,4,3,7,14.0%,2,8.0
2,Sam Darnold,CAR,17,41,207,8,17.8,423,10.3,116,6.8,2.8,91,5.4,7,17.9%,10,25.6%,4,17,11,0,15,31.3%,3,16.3
