,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Antonio Brown,TAM,13,9,93,1,5,51,5.7,42,4.7,11.3,1,9.0,0,0.0,1,83.2
1,Leonard Fournette,TAM,6,6,46,0,2,1,0.2,45,7.5,0.2,1,6.0,0,0.0,0,98.6
2,O.J. Howard,TAM,7,6,49,1,4,6,1.0,43,7.2,3.9,0,,0,0.0,0,135.4
3,Chris Godwin,TAM,5,5,43,0,3,24,4.8,19,3.8,4.8,0,,0,0.0,0,102.5
4,Cameron Brate,TAM,4,3,26,0,1,13,4.3,13,4.3,4.5,0,,0,0.0,0,91.7
5,Giovani Bernard,TAM,2,2,4,0,,-6,-3.0,10,5.0,-3.0,0,,0,0.0,0,79.2
6,Mike Evans,TAM,4,2,27,0,1,21,10.5,6,3.0,19.0,0,,0,0.0,0,71.9
7,Ronald Jones II,TAM,1,1,9,0,1,-4,-4.0,13,13.0,-4.0,0,,0,0.0,0,104.2
9,Zach Ertz,PHI,6,4,29,1,2,10,2.5,19,4.8,5.0,0,,0,0.0,0,117.4
10,Quez Watkins,PHI,5,3,44,0,2,45,15.0,-1,-0.3,19.4,0,,0,0.0,1,49.2
11,Miles Sanders,PHI,4,2,10,0,0,-4,-2.0,14,7.0,0.8,1,2.0,0,0.0,0,56.2
12,DeVonta Smith,PHI,4,2,31,0,1,26,13.0,5,2.5,17.5,0,,0,0.0,0,76.0
13,Kenneth Gainwell,PHI,2,1,1,0,,0,0.0,1,1.0,17.5,0,,0,0.0,0,56.2
14,Jalen Reagor,PHI,3,0,0,0,,0,,0,,10.7,0,,0,0.0,0,39.6
