,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tyler Bass,BUF,2,2,3,3,0,0,,0
1,Matt Haack,BUF,,,,,2,93,46.5,53
4,Randy Bullock,TEN,4,4,2,2,0,0,,0
5,Johnny Townsend,TEN,,,,,2,107,53.5,63
