,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Mason Crosby,GNB,3,3,1,1,0,0,,0
1,Corey Bojorquez,GNB,,,,,3,168,56.0,82
4,Cairo Santos,CHI,2,2,,,0,0,,0
5,Pat O'Donnell,CHI,,,,,4,161,40.3,48
