,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Sanders,MIA,2,2,2,3,0,0,,0
1,Michael Palardy,MIA,,,,,4,158,39.5,59
4,Matthew Wright,JAX,2,2,3,3,0,0,,0
5,Logan Cooke,JAX,,,,,4,152,38.0,45
