,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Brandin Cooks,HOU,13,9,89,0,5,72,8.0,17,1.9,12.5,0,,0,0.0,1,56.2
1,Nico Collins,HOU,6,4,44,0,3,38,9.5,6,1.5,9.0,0,,0,0.0,1,48.6
2,Chris Moore,HOU,5,4,14,0,,-2,-0.5,16,4.0,2.2,0,,0,0.0,0,79.2
3,Jordan Akins,HOU,6,4,41,0,2,24,6.0,17,4.3,6.3,0,,0,0.0,0,86.1
4,Pharaoh Brown,HOU,3,2,8,0,,0,0.0,8,4.0,4.3,0,,0,0.0,0,70.1
5,Phillip Lindsay,HOU,2,2,15,0,0,-3,-1.5,18,9.0,-1.5,0,,0,0.0,0,97.9
6,Mark Ingram,HOU,2,2,8,0,0,-9,-4.5,17,8.5,-4.5,0,,0,0.0,0,83.3
7,Chris Conley,HOU,2,1,10,0,1,7,7.0,3,3.0,4.5,0,,1,50.0,0,64.6
8,David Johnson,HOU,2,1,14,0,1,3,3.0,11,11.0,3.5,0,,0,0.0,0,72.9
9,Rex Burkhead,HOU,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
11,T.Y. Hilton,IND,4,4,80,0,3,67,16.8,13,3.3,16.8,0,,0,0.0,0,118.7
12,Michael Pittman Jr.,IND,3,2,35,0,2,34,17.0,1,0.5,15.7,0,,0,0.0,0,106.2
13,Ashton Dulin,IND,1,1,7,0,,4,4.0,3,3.0,4.0,0,,0,0.0,0,95.8
14,Jonathan Taylor,IND,2,1,13,0,1,-1,-1.0,14,14.0,0.5,0,,1,50.0,0,70.8
15,Nyheim Hines,IND,2,1,9,0,0,-3,-3.0,12,12.0,2.0,1,1.0,0,0.0,0,62.5
16,Parris Campbell,IND,1,1,51,1,1,47,47.0,4,4.0,47.0,0,,0,0.0,0,158.3
17,Mo Alie-Cox,IND,3,1,28,1,1,23,23.0,5,5.0,18.7,0,,1,33.3,0,108.3
18,Jack Doyle,IND,1,0,0,0,,0,,0,,4.0,0,,1,100.0,0,39.6
19,Zach Pascal,IND,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
