,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,K.J. Hill,LAC,3,50,16.7,0,18,0,0,,0,0
1,Jalen Guyton,LAC,2,32,16.0,0,22,0,0,,0,0
4,Devin Duvernay,BAL,2,70,35.0,0,47,3,44,14.7,0,17
