,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Patrick Mahomes,KAN,32,47,397,21,42.0,350,7.4,230,7.2,4.9,167,5.2,3,6.5%,9,19.6%,3,9,1,6,10,18.9%,3,10.3
2,Taylor Heinicke,WAS,24,39,182,8,20.5,275,7.1,49,2.0,1.3,133,5.5,2,5.1%,8,20.5%,0,13,2,7,9,23.1%,0,
