,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,4,4,2,3,0,0,,0
1,AJ Cole III,LVR,,,,,4,228,57.0,71
4,Brandon McManus,DEN,3,3,1,1,0,0,,0
5,Sam Martin,DEN,,,,,4,164,41.0,47
