,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Myers,SEA,2,2,2,2,0,0,,0
1,Michael Dickson,SEA,,,,,8,364,45.5,65
4,Chris Boswell,PIT,2,2,3,3,0,0,,0
5,Pressley Harvin III,PIT,,,,,7,335,47.9,58
