,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Freddie Swain,SEA,0,0,,0,0,2,17,8.5,0,14
1,Tyler Lockett,SEA,0,0,,0,0,1,3,3.0,0,3
2,DeeJay Dallas,SEA,3,97,32.3,0,38,0,0,,0,0
5,Ray-Ray McCloud,PIT,3,73,24.3,0,37,4,29,7.3,0,14
