,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Prater,ARI,4,4,3,3,0,0,,0
1,Andy Lee,ARI,,,,,2,101,50.5,57
4,Chase McLaughlin,CLE,2,2,,,0,0,,0
5,Jamie Gillan,CLE,,,,,2,106,53.0,54
