,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Josh Allen,BUF,9,26,1,14,1.6,12,1.3,1,9.0
1,Zack Moss,BUF,8,24,0,10,1.3,14,1.8,1,8.0
2,Devin Singletary,BUF,5,27,2,6,1.2,21,4.2,1,5.0
3,Isaiah McKenzie,BUF,1,5,,3,3.0,2,2.0,0,
5,Derrick Henry,TEN,20,143,5,47,2.4,96,4.8,1,20.0
6,Ryan Tannehill,TEN,2,3,1,1,0.5,2,1.0,1,2.0
