,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Evan McPherson,CIN,4,4,2,2,0,0,,0
1,Kevin Huber,CIN,,,,,3,163,54.3,58
4,Jack Fox,DET,,,,,6,333,55.5,64
5,Austin Seibert,DET,,,1,1,0,0,,0
