,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Rondale Moore,ARI,1,23,23.0,0,23,2,8,4.0,0,4
3,Demetric Felton,CLE,0,0,,0,0,2,29,14.5,0,21
4,Anthony Schwartz,CLE,2,54,27.0,0,35,0,0,,0,0
