,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tristan Vizcaino,LAC,,1,,,0,0,,0
1,Ty Long,LAC,,,,,5,262,52.4,69
4,Justin Tucker,BAL,4,4,2,2,0,0,,0
5,Sam Koch,BAL,,,,,2,86,43.0,53
