,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Matt Ryan,ATL,19,28,190,10,35.7,199,7.1,96,5.1,3.4,94,4.9,2,7.4%,4,14.8%,0,7,5,7,12,42.9%,0,
2,Cam Newton,CAR,15,23,178,8,33.3,162,7.0,96,6.4,4.2,82,5.5,1,4.3%,3,13.0%,1,8,3,1,5,18.5%,3,8.7
3,P.J. Walker,CAR,6,12,75,5,41.7,144,12.0,56,9.3,4.7,19,3.2,1,8.3%,3,25.0%,0,3,1,2,3,25.0%,0,
