,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Graham Gano,NYG,1,1,,,0,0,,0
1,Riley Dixon,NYG,,,,,5,228,45.6,63
4,Dustin Hopkins,LAC,4,4,3,3,0,0,,0
5,Ty Long,LAC,,,,,3,78,26.0,38
