,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Josh Allen,BUF,36,54,308,2,1,3,15,25,86.0,12,109,1,23,0,0,0,0,0,0,0
1,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,4,52,0,29,7,6,37,0,11,0,0
2,Matt Breida,BUF,0,0,0,0,0,0,0,0,,3,12,0,11,1,0,0,0,0,0,0
3,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,13,7,74,0,24,0,0
4,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,64,0,15,0,0
5,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,60,1,24,0,0
6,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,43,1,21,0,0
7,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,25,0,25,0,0
8,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0
11,Tom Brady,TAM,31,46,363,2,0,2,12,58,105.6,7,16,1,12,0,0,0,0,0,0,0
12,Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,19,113,1,47,7,4,19,0,16,0,0
13,Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,3,8,0,9,0,0,0,0,0,0,0
14,Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,15,10,105,0,23,0,0
15,Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,91,1,24,0,0
16,Rob Gronkowski,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,62,0,18,0,0
17,Breshad Perriman,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,58,1,58,0,0
18,Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,17,0,8,0,0
19,Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,11,0,6,0,0
