,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Younghoe Koo,ATL,2,2,3,3,0,0,,0
1,Thomas Morstead,ATL,,,,,2,110,55.0,64
4,Zane Gonzalez,CAR,3,3,,,0,0,,0
5,Lac Edwards,CAR,,,,,2,87,43.5,54
