,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Brandon Aiyuk,SFO,0,0,,0,0,2,4,2.0,0,4
1,Jamycal Hasty,SFO,3,63,21.0,0,24,0,0,,0,0
4,Darius Phillips,CIN,1,18,18.0,0,18,4,20,5.0,0,12
5,Tyler Boyd,CIN,0,0,,0,0,1,1,1.0,0,1
6,Stanley Morgan Jr.,CIN,2,22,11.0,0,18,0,0,,0,0
