,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Riley Patterson,DET,1,1,1,1,0,0,,0
1,Jack Fox,DET,,,,,2,106,53.0,54
4,Brandon McManus,DEN,5,5,1,1,0,0,,0
5,Sam Martin,DEN,,,,,3,130,43.3,47
