,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Ben Roethlisberger,PIT,28,40,308,3,1,5,39,38,107.1,1,5,0,5,0,0,0,0,0,1,0
1,Najee Harris,PIT,0,0,0,0,0,0,0,0,,20,94,1,23,3,3,10,1,6,0,0
2,Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,1,7,0,7,10,5,76,0,37,0,0
3,Chase Claypool,PIT,0,0,0,0,0,0,0,0,,1,2,0,2,9,8,93,0,38,0,0
4,James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,65,1,30,0,0
5,Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,32,1,17,0,0
6,Ray-Ray McCloud,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,32,0,10,0,0
7,Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,1,-2,0,-2,0,0,0,0,0,0,0
10,Kirk Cousins,MIN,14,31,216,2,2,0,0,62,63.4,2,14,0,11,0,0,0,0,0,0,0
11,Dalvin Cook,MIN,0,0,0,0,0,0,0,0,,27,205,2,30,3,1,17,0,17,0,0
12,Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,6,27,0,14,1,0,0,0,0,0,0
13,K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,3,83,1,62,0,0
14,Tyler Conklin,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,0,19,0,0
15,Chris Herndon,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,17,0,0
16,Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,1,-4,0,-4,15,7,79,1,22,0,0
