,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jeff Wilson,SFO,13,56,3,36,2.8,20,1.5,0,
1,Deebo Samuel,SFO,8,37,2,20,2.5,17,2.1,1,8.0
2,Brandon Aiyuk,SFO,1,4,0,4,4.0,0,0.0,0,
3,Jimmy Garoppolo,SFO,1,3,1,0,0.0,3,3.0,0,
5,Joe Mixon,CIN,18,58,3,25,1.4,33,1.8,0,
6,Samaje Perine,CIN,4,11,1,5,1.3,6,1.5,0,
7,Joe Burrow,CIN,2,3,0,-1,-0.5,4,2.0,0,
8,Tyler Boyd,CIN,1,8,0,0,0.0,8,8.0,1,1.0
9,Ja'Marr Chase,CIN,1,6,0,0,0.0,6,6.0,1,1.0
