,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tyler Bass,BUF,3,3,2,2,0,0,,0
1,Matt Haack,BUF,,,,,6,286,47.7,63
4,Ryan Succop,TAM,3,3,2,2,0,0,,0
5,Bradley Pinion,TAM,,,,,5,196,39.2,55
