,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Saquon Barkley,NYG,16,64,5,34,2.1,30,1.9,0,
1,Devontae Booker,NYG,8,56,3,28,3.5,28,3.5,0,
2,Mike Glennon,NYG,1,7,1,7,7.0,0,0.0,0,
3,Elijhaa Penny,NYG,1,8,1,5,5.0,3,3.0,0,
5,Austin Ekeler,LAC,12,67,4,50,4.2,17,1.4,0,
6,Joshua Kelley,LAC,10,33,2,16,1.6,17,1.7,2,5.0
7,Justin Jackson,LAC,9,35,1,23,2.6,12,1.3,0,
8,Justin Herbert,LAC,4,19,3,17,4.3,2,0.5,0,
9,Chase Daniel,LAC,2,-2,,-2,-1.0,0,0.0,0,
