,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Easop Winston,NOR,0,0,,0,0,4,54,13.5,0,18
3,Braxton Berrios,NYJ,5,139,27.8,0,42,3,44,14.7,0,28
