,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Trevor Lawrence,JAX,24,40,221,0,4,3,37,41,35.5,1,2,0,2,0,0,0,0,0,0,0
1,James Robinson,JAX,0,0,0,0,0,0,0,0,,6,4,0,5,0,0,0,0,0,0,0
2,Carlos Hyde,JAX,0,0,0,0,0,0,0,0,,1,2,0,2,2,1,6,0,6,0,0
3,Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,70,0,31,0,0
4,Laquon Treadwell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,68,0,41,0,0
5,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,34,0,14,0,0
6,James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,21,0,7,0,0
7,Tavon Austin,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,17,0,7,0,0
8,Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,5,0,3,0,0
9,Jaydon Mickens,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
12,Ryan Tannehill,TEN,20,31,191,0,0,4,30,24,81.5,4,29,1,17,0,0,0,0,0,0,0
13,D'Onta Foreman,TEN,0,0,0,0,0,0,0,0,,13,47,1,8,2,2,15,0,11,0,0
14,Jeremy McNichols,TEN,0,0,0,0,0,0,0,0,,8,16,0,12,1,0,0,0,0,0,0
15,Dontrell Hilliard,TEN,0,0,0,0,0,0,0,0,,6,13,0,4,2,0,0,0,0,0,0
16,Geoff Swaim,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,45,0,24,0,0
17,Anthony Firkser,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,34,0,11,0,0
18,Julio Jones,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,33,0,16,0,0
19,Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,31,0,15,0,0
20,Chester Rogers,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,1,0
21,Racey McMath,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0
22,Cody Hollister,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
23,MyCole Pruitt,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0
24,Logan Woodside,TEN,0,0,0,0,0,0,0,0,,3,-3,0,-1,0,0,0,0,0,0,0
