,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Jon Runyan,G,GNB,65,100%,0,0%,7,19%
1,Yosuah Nijman,T,GNB,65,100%,0,0%,7,19%
2,Lucas Patrick,G,GNB,65,100%,0,0%,7,19%
3,Royce Newman,T,GNB,65,100%,0,0%,0,0%
4,Aaron Rodgers,QB,GNB,63,97%,0,0%,0,0%
5,Davante Adams,WR,GNB,58,89%,0,0%,1,3%
6,Allen Lazard,WR,GNB,53,82%,0,0%,0,0%
7,Marquez Valdes-Scantling,WR,GNB,43,66%,0,0%,1,3%
8,Dennis Kelly,T,GNB,42,65%,0,0%,0,0%
9,Josiah Deguara,TE,GNB,37,57%,0,0%,16,44%
10,Marcedes Lewis,TE,GNB,36,55%,0,0%,0,0%
11,AJ Dillon,RB,GNB,35,54%,0,0%,6,17%
12,Aaron Jones,RB,GNB,29,45%,0,0%,0,0%
13,Billy Turner,T,GNB,23,35%,0,0%,0,0%
14,Amari Rodgers,WR,GNB,10,15%,0,0%,14,39%
15,Tyler Davis,TE,GNB,9,14%,0,0%,27,75%
16,Dominique Dafney,TE,GNB,7,11%,0,0%,6,17%
17,Equanimeous St. Brown,WR,GNB,5,8%,0,0%,7,19%
18,Patrick Taylor,RB,GNB,2,3%,0,0%,15,42%
19,Kurt Benkert,QB,GNB,2,3%,0,0%,0,0%
20,Malik Taylor,WR,GNB,1,2%,0,0%,6,17%
21,Eric Stokes,CB,GNB,0,0%,62,100%,4,11%
22,Darnell Savage Jr.,SS,GNB,0,0%,62,100%,2,6%
23,Adrian Amos,FS,GNB,0,0%,62,100%,1,3%
24,Rasul Douglas,CB,GNB,0,0%,59,95%,3,8%
25,Chandon Sullivan,CB,GNB,0,0%,56,90%,2,6%
26,De'Vondre Campbell,LB,GNB,0,0%,52,84%,0,0%
27,Kenny Clark,NT,GNB,0,0%,51,82%,0,0%
28,Rashan Gary,LB,GNB,0,0%,46,74%,1,3%
29,Preston Smith,LB,GNB,0,0%,44,71%,1,3%
30,Dean Lowry,DE,GNB,0,0%,39,63%,13,36%
31,Kingsley Keke,DE,GNB,0,0%,38,61%,6,17%
32,Krys Barnes,LB,GNB,0,0%,36,58%,11,31%
33,Henry Black,SS,GNB,0,0%,23,37%,22,61%
34,Jonathan Garvin,LB,GNB,0,0%,18,29%,11,31%
35,Tipa Galeai,DE,GNB,0,0%,16,26%,6,17%
36,Tyler Lancaster,NT,GNB,0,0%,7,11%,14,39%
37,Tedarrell Slaton,DT,GNB,0,0%,7,11%,14,39%
38,Kevin King,CB,GNB,0,0%,3,5%,8,22%
39,Oren Burks,LB,GNB,0,0%,1,2%,28,78%
40,Ty Summers,LB,GNB,0,0%,0,0%,28,78%
41,Isaac Yiadom,CB,GNB,0,0%,0,0%,27,75%
42,Shemar Jean-Charles,CB,GNB,0,0%,0,0%,24,67%
43,Mason Crosby,K,GNB,0,0%,0,0%,15,42%
44,Ben Braden,G,GNB,0,0%,0,0%,13,36%
45,Corey Bojorquez,P,GNB,0,0%,0,0%,11,31%
46,Steven Wirtel,LS,GNB,0,0%,0,0%,11,31%
0,Cody Whitehair,G,CHI,62,100%,0,0%,6,17%
1,Larry Borom,T,CHI,62,100%,0,0%,6,17%
2,Sam Mustipher,C,CHI,62,100%,0,0%,6,17%
3,James Daniels,G,CHI,62,100%,0,0%,1,3%
4,Justin Fields,QB,CHI,62,100%,0,0%,0,0%
5,Darnell Mooney,WR,CHI,57,92%,0,0%,0,0%
6,David Montgomery,RB,CHI,52,84%,0,0%,0,0%
7,Teven Jenkins,T,CHI,49,79%,0,0%,6,17%
8,Allen Robinson,WR,CHI,48,77%,0,0%,0,0%
9,Cole Kmet,TE,CHI,46,74%,0,0%,9,25%
10,Damiere Byrd,WR,CHI,36,58%,0,0%,0,0%
11,Jakeem Grant,WR,CHI,29,47%,0,0%,4,11%
12,Jesse James,TE,CHI,15,24%,0,0%,14,39%
13,Jason Peters,T,CHI,13,21%,0,0%,0,0%
14,Jimmy Graham,TE,CHI,12,19%,0,0%,0,0%
15,Damien Williams,RB,CHI,7,11%,0,0%,8,22%
16,Khalil Herbert,RB,CHI,5,8%,0,0%,19,53%
17,J.P. Holtz,TE,CHI,2,3%,0,0%,19,53%
18,Alex Bars,G,CHI,1,2%,0,0%,6,17%
19,Eddie Jackson,SS,CHI,0,0%,65,100%,0,0%
20,Jaylon Johnson,CB,CHI,0,0%,65,100%,0,0%
21,Tashaun Gipson,FS,CHI,0,0%,65,100%,0,0%
22,Alec Ogletree,LB,CHI,0,0%,57,88%,1,3%
23,Artie Burns,CB,CHI,0,0%,53,82%,9,25%
24,Robert Quinn,LB,CHI,0,0%,53,82%,0,0%
25,Roquan Smith,LB,CHI,0,0%,47,72%,6,17%
26,Bruce Irvin,LB,CHI,0,0%,39,60%,0,0%
27,Bilal Nichols,DE,CHI,0,0%,38,58%,7,19%
28,Angelo Blackson,DT,CHI,0,0%,35,54%,7,19%
29,Trevis Gipson,LB,CHI,0,0%,32,49%,2,6%
30,Eddie Goldman,NT,CHI,0,0%,27,42%,2,6%
31,DeAndre Houston-Carson,FS,CHI,0,0%,26,40%,21,58%
32,Xavier Crawford,CB,CHI,0,0%,20,31%,7,19%
33,Deon Bush,SS,CHI,0,0%,19,29%,25,70%
34,Mario Edwards,DT,CHI,0,0%,19,29%,0,0%
