,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Avery Williams,ATL,1,38,38.0,0,38,0,0,,0,0
3,Ameer Abdullah,CAR,3,75,25.0,0,26,0,0,,0,0
