,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Alvin Kamara,NOR,27,120,7,96,3.6,24,0.9,3,9.0
1,Taysom Hill,NOR,11,73,5,73,6.6,0,0.0,0,
2,Tony Jones,NOR,6,10,0,10,1.7,0,0.0,0,
4,La'Mical Perine,NYJ,7,28,1,21,3.0,7,1.0,0,
5,Ty Johnson,NYJ,6,17,0,17,2.8,0,0.0,0,
6,Zach Wilson,NYJ,4,33,1,33,8.3,0,0.0,0,
