,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Robbie Gould,SFO,2,2,2,3,0,0,,0
1,Mitch Wishnowsky,SFO,,,,,7,291,41.6,50
4,Evan McPherson,CIN,2,2,3,4,0,0,,0
5,Kevin Huber,CIN,,,,,4,173,43.3,50
