,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Matt Ryan,ATL,19,28,190,1,0,0,0,36,98.8,4,3,0,3,0,0,0,0,0,0,0
1,Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,16,58,1,11,5,2,1,0,3,0,0
2,Mike Davis,ATL,0,0,0,0,0,0,0,0,,11,44,0,11,6,5,42,0,20,0,0
3,Qadree Ollison,ATL,0,0,0,0,0,0,0,0,,5,23,0,11,0,0,0,0,0,1,1
4,Russell Gage,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,64,0,36,0,0
5,Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,61,0,23,0,0
6,Lee Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0
7,Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0
8,Hayden Hurst,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,3,0,0
11,Cam Newton,CAR,15,23,178,0,1,1,10,23,70.6,10,47,1,12,0,0,0,0,0,2,1
12,P.J. Walker,CAR,6,12,75,1,1,0,0,19,62.8,2,-5,0,0,0,0,0,0,0,1,0
13,Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,10,33,1,17,0,0,0,0,0,0,0
14,Ameer Abdullah,CAR,0,0,0,0,0,0,0,0,,4,16,0,4,4,2,17,0,11,0,0
15,Robby Anderson,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,12,7,84,1,23,0,0
16,D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,84,0,22,0,0
17,Brandon Zylstra,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,45,0,19,0,0
18,Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,23,0,14,0,0
19,Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
