,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Devonta Freeman,BAL,13,64,2,56,4.3,8,0.6,0,
1,Tyler Huntley,BAL,6,45,2,32,5.3,13,2.2,1,6.0
2,Lamar Jackson,BAL,2,5,0,0,0.0,5,2.5,0,
3,Devin Duvernay,BAL,1,3,0,2,2.0,1,1.0,0,
4,Latavius Murray,BAL,1,1,1,1,1.0,0,0.0,0,
6,Nick Chubb,CLE,17,59,3,38,2.2,21,1.2,1,17.0
7,Baker Mayfield,CLE,6,14,3,14,2.3,0,0.0,0,
8,D'Ernest Johnson,CLE,4,22,1,7,1.8,15,3.8,1,4.0
9,Kareem Hunt,CLE,2,5,0,0,0.0,5,2.5,0,
