,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Logan Cooke,JAX,,,,,5,225,45.0,54
3,Randy Bullock,TEN,2,2,2,3,0,0,,0
4,Brett Kern,TEN,,,,,5,192,38.4,46
