,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Cordarrelle Patterson,ATL,16,58,3,30,1.9,28,1.8,0,
1,Mike Davis,ATL,11,44,2,22,2.0,22,2.0,0,
2,Qadree Ollison,ATL,5,23,2,11,2.2,12,2.4,0,
3,Matt Ryan,ATL,4,3,2,0,0.0,3,0.8,0,
5,Chuba Hubbard,CAR,10,33,2,18,1.8,15,1.5,0,
6,Cam Newton,CAR,10,47,5,25,2.5,22,2.2,1,10.0
7,Ameer Abdullah,CAR,4,16,0,4,1.0,12,3.0,1,4.0
8,P.J. Walker,CAR,2,-5,0,-5,-2.5,0,0.0,0,
