,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,3,3,3,3,0,0,,0
1,Johnny Hekker,LAR,,,,,3,120,40.0,42
4,Matt Prater,ARI,2,2,3,3,0,0,,0
5,Andy Lee,ARI,,,,,1,52,52.0,52
