,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Boswell,PIT,2,2,,1,0,0,,0
1,Pressley Harvin III,PIT,,,,,6,258,43.0,49
4,Greg Joseph,MIN,3,4,3,4,0,0,,0
5,Jordan Berry,MIN,,,,,3,146,48.7,51
