,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Marquez Stevenson,BUF,1,29,29.0,0,29,2,9,4.5,0,5
3,Jaelon Darden,TAM,3,39,13.0,0,16,1,10,10.0,0,10
