,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Craig Reynolds,DET,11,83,4,27,2.5,56,5.1,2,5.5
1,Godwin Igwebuike,DET,8,25,2,10,1.3,15,1.9,0,
2,Jared Goff,DET,2,10,1,10,5.0,0,0.0,0,
4,Melvin Gordon,DEN,24,111,9,35,1.5,76,3.2,5,4.8
5,Javonte Williams,DEN,15,73,5,27,1.8,46,3.1,4,3.8
