,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Dak Prescott,DAL,22,39,211,11,25.6,233,6.0,107,4.9,2.7,104,4.7,5,12.8%,8,20.5%,4,10,0,2,6,13.0%,3,6.0
2,Taylor Heinicke,WAS,11,25,122,5,17.2,275,11.0,65,5.9,2.6,57,5.2,2,8.0%,6,24.0%,4,12,2,3,9,30.0%,1,3.0
3,Kyle Allen,WAS,4,9,53,2,20.0,73,8.1,27,6.8,3.0,26,6.5,2,25.0%,1,12.5%,1,2,0,1,2,20.0%,0,
