,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Ray-Ray McCloud,PIT,3,62,20.7,0,23,1,8,8.0,0,8
3,Dede Westbrook,MIN,0,0,,0,0,3,31,10.3,0,16
