,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brett Maher,NOR,3,3,3,3,0,0,,0
1,Blake Gillikin,NOR,,,,,5,258,51.6,62
4,Braden Mann,NYJ,,,,,6,313,52.2,60
5,Eddy Pineiro,NYJ,,,3,3,0,0,,0
