,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,,1,1,1,0,0,,0
1,AJ Cole III,LVR,,,,,3,150,50.0,60
4,Harrison Butker,KAN,6,6,2,2,0,0,,0
5,Tommy Townsend,KAN,,,,,1,52,52.0,52
