,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jake Elliott,PHI,2,2,,,0,0,,0
1,Arryn Siposs,PHI,,,,,3,143,47.7,52
4,Daniel Carlson,LVR,3,4,2,2,0,0,,0
5,AJ Cole III,LVR,,,,,2,94,47.0,59
