,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Ammendola,NYJ,1,1,,1,0,0,,0
1,Thomas Morstead,NYJ,,,,,2,100,50.0,51
4,Nick Folk,NWE,6,7,2,2,0,0,,0
5,Jake Bailey,NWE,,,,,1,35,35.0,35
