,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Blewitt,WAS,1,1,1,2,0,0,,0
3,Mason Crosby,GNB,3,3,1,2,0,0,,0
4,Corey Bojorquez,GNB,,,,,3,139,46.3,53
