,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Rashad Smith,,,0,0,,,,,,,,,,1,0,0,,0,,0,
1,Roquan Smith,CHI,0,7,4,57.1%,5,1.3,0.7,0,62.2,1.7,-4,9,4,0,0,0.0,0,13,1,7.1%
2,Duke Shelley,CHI,0,5,4,80.0%,31,7.8,6.2,0,92.5,4.4,8,23,0,0,0,0.0,0,3,1,25.0%
3,Jaylon Johnson,CHI,0,8,4,50.0%,69,17.3,8.6,2,119.3,14.0,49,20,0,0,0,0.0,0,2,0,0.0%
4,DeAndre Houston-Carson,CHI,0,5,3,60.0%,28,9.3,5.6,1,115.0,7.0,23,5,0,0,0,0.0,0,11,2,15.4%
5,Kindle Vildor,CHI,0,6,3,50.0%,44,14.7,7.3,1,113.9,4.8,20,24,0,0,0,0.0,0,3,0,0.0%
6,Eddie Jackson,CHI,0,5,1,20.0%,11,11.0,2.2,0,39.6,9.2,11,0,1,0,0,0.0,0,11,2,15.4%
7,Danny Trevathan,CHI,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,0,0,0,0.0,0,2,0,0.0%
8,Alec Ogletree,CHI,0,1,1,100.0%,9,9.0,9.0,0,104.2,6.0,6,3,1,0,0,0.0,0,4,2,33.3%
9,Marqui Christian,CHI,0,1,1,100.0%,34,34.0,34.0,0,118.7,20.0,20,14,0,0,0,0.0,0,1,0,0.0%
10,Mario Edwards,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
11,Khalil Mack,CHI,0,0,0,,,,,,,,,,5,1,0,0.0,1,1,0,0.0%
12,Trevis Gipson,CHI,0,0,0,,,,,,,,,,4,0,0,0.0,0,1,0,0.0%
13,Eddie Goldman,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
14,Teez Tabor,CHI,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,0,0,
16,Dee Delaney,TAM,1,8,6,75.0%,58,9.7,7.3,0,55.2,10.0,49,9,0,0,0,0.0,0,5,2,28.6%
17,Ross Cockrell,TAM,0,3,3,100.0%,34,11.3,11.3,0,113.9,-2.0,-6,40,6,2,0,0.0,2,5,0,0.0%
18,Devin White,TAM,0,3,3,100.0%,29,9.7,9.7,0,106.9,2.7,8,21,6,0,1,0.0,1,10,1,9.1%
19,Jamel Dean,TAM,0,6,3,50.0%,13,4.3,2.2,0,56.2,5.7,12,1,0,0,0,0.0,0,7,1,12.5%
20,Grant Stuard,TAM,0,2,2,100.0%,9,4.5,4.5,0,85.4,3.0,6,3,1,0,0,0.0,0,2,0,0.0%
21,Jason Pierre-Paul,TAM,0,1,1,100.0%,6,6.0,6.0,0,91.7,1.0,1,5,10,1,0,2.0,3,4,0,0.0%
22,Antoine Winfield Jr.,TAM,0,1,1,100.0%,22,22.0,22.0,0,118.7,13.0,13,9,2,0,0,1.0,1,3,2,40.0%
23,K.J. Britt,TAM,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,1,0,0,0.0,0,2,2,50.0%
24,Joe Tryon-Shoyinka,TAM,0,1,1,100.0%,11,11.0,11.0,0,112.5,-6.0,-6,17,5,0,0,0.0,0,1,1,50.0%
25,Vita Vea,TAM,0,1,1,100.0%,-6,-6.0,-6.0,0,79.2,-6.0,-6,0,0,0,0,0.0,0,3,0,0.0%
26,Kevin Minter,TAM,0,2,0,0.0%,,,0.0,,39.6,8.5,,,7,0,1,0.0,1,5,1,16.7%
27,Shaquil Barrett,TAM,0,0,0,,,,,,,,,,9,0,0,1.0,1,4,0,0.0%
28,Anthony Nelson,TAM,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
29,Andrew Adams,TAM,0,1,0,0.0%,,,0.0,,39.6,16.0,,,0,0,0,0.0,0,3,0,0.0%
30,William Gholston,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
31,Pierre Desir,TAM,1,1,0,0.0%,,,0.0,,0.0,36.0,,,0,0,0,0.0,0,2,0,0.0%
32,Jordan Whitehead,TAM,1,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%
