,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Danny Johnson,WAS,0,7,5,71.4%,42,8.4,6.0,2,126.2,5.6,33,9,0,0,0,0.0,0,4,0,0.0%
1,Jamin Davis,WAS,0,8,5,62.5%,50,10.0,6.3,1,119.8,3.5,20,30,6,0,0,0.0,0,5,1,16.7%
2,Benjamin St-Juste,WAS,0,6,4,66.7%,48,12.0,8.0,0,91.0,10.7,25,23,0,0,0,0.0,0,4,0,0.0%
3,Landon Collins,WAS,0,4,4,100.0%,27,6.8,6.8,0,94.8,-0.5,-2,29,6,0,0,0.0,0,7,1,12.5%
4,Kendall Fuller,WAS,0,4,4,100.0%,56,14.0,14.0,0,118.7,10.5,42,14,0,0,0,0.0,0,3,0,0.0%
5,Cole Holcomb,WAS,0,3,3,100.0%,31,10.3,10.3,0,109.7,6.0,18,13,1,0,0,0.0,0,6,0,0.0%
6,Bobby McCain,WAS,0,1,1,100.0%,17,17.0,17.0,0,118.7,12.0,12,5,0,0,0,0.0,0,3,0,0.0%
7,Kamren Curl,WAS,0,1,1,100.0%,3,3.0,3.0,0,79.2,3.0,3,0,1,0,0,0.0,0,6,0,0.0%
8,Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,0,1,2.0,3,2,0,0.0%
9,Montez Sweat,WAS,0,0,0,,,,,,,,,,0,0,2,1.0,3,2,1,33.3%
10,Chase Young,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
11,Daron Payne,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
12,Matthew Ioannidis,WAS,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
14,Chandon Sullivan,GNB,1,5,4,80.0%,18,4.5,3.6,0,42.1,3.4,5,13,1,0,0,0.0,0,4,0,0.0%
15,De'Vondre Campbell,GNB,0,4,4,100.0%,37,9.3,9.3,0,105.2,6.3,25,12,2,0,0,0.0,0,14,0,0.0%
16,Henry Black,GNB,0,5,4,80.0%,50,12.5,10.0,0,108.3,4.6,18,32,0,0,0,0.0,0,3,1,25.0%
17,Adrian Amos,GNB,0,4,3,75.0%,27,9.0,6.8,0,92.7,5.3,18,9,0,0,0,0.0,0,6,0,0.0%
18,Darnell Savage Jr.,GNB,0,4,3,75.0%,52,17.3,13.0,0,116.7,8.8,16,36,0,0,0,0.0,0,6,1,14.3%
19,Jaylon Smith,GNB,0,2,2,100.0%,5,2.5,2.5,0,79.2,-1.5,-3,8,1,1,0,0.0,1,1,0,0.0%
20,Eric Stokes,GNB,0,6,2,33.3%,46,23.0,7.7,1,101.4,18.5,46,0,0,0,0,0.0,0,3,0,0.0%
21,Jonathan Garvin,GNB,0,1,1,100.0%,5,5.0,5.0,0,87.5,-7.0,-7,12,4,0,1,0.0,1,1,0,0.0%
22,Rasul Douglas,GNB,0,2,1,50.0%,4,4.0,2.0,0,56.2,9.0,4,0,0,0,0,0.0,0,4,0,0.0%
23,Shemar Jean-Charles,GNB,0,1,1,100.0%,15,15.0,15.0,0,118.7,-2.0,-2,17,0,0,0,0.0,0,0,0,
24,Oren Burks,GNB,0,2,1,50.0%,9,9.0,4.5,0,62.5,3.0,6,3,0,0,0,0.0,0,2,0,0.0%
25,Rashan Gary,GNB,0,0,0,,,,,,,,,,0,2,2,2.0,7,7,0,0.0%
26,Kenny Clark,GNB,0,0,0,,,,,,,,,,0,2,0,0.0,2,0,0,
27,Kingsley Keke,GNB,0,0,0,,,,,,,,,,0,0,0,1.5,2,6,1,14.3%
28,Whitney Mercilus,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
29,Dean Lowry,GNB,0,0,0,,,,,,,,,,0,0,0,0.5,1,5,0,0.0%
30,Krys Barnes,GNB,0,1,0,0.0%,,,0.0,,39.6,3.0,,,1,0,0,0.0,0,1,0,0.0%
31,Ladarius Hamilton,GNB,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
