,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Diontae Spencer,DEN,3,56,18.7,0,21,2,16,8.0,0,13
3,Demetric Felton,CLE,0,0,,0,0,2,13,6.5,0,10
4,Anthony Schwartz,CLE,1,26,26.0,0,26,0,0,,0,0
