,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Cordarrelle Patterson,ATL,14,60,4,21,1.5,39,2.8,1,14.0
1,Mike Davis,ATL,4,10,1,3,0.8,7,1.8,1,4.0
2,Matt Ryan,ATL,3,0,0,-2,-0.7,2,0.7,0,
3,Wayne Gallman,ATL,1,2,,0,0.0,2,2.0,0,
5,Myles Gaskin,MIA,15,67,4,45,3.0,22,1.5,2,7.5
6,Salvon Ahmed,MIA,7,26,3,15,2.1,11,1.6,1,7.0
7,Tua Tagovailoa,MIA,4,29,2,17,4.3,12,3.0,0,
8,Malcolm Brown,MIA,3,10,,6,2.0,4,1.3,1,3.0
